Price,Close,High,Low,Open,Volume
Ticker,BBCA.JK,BBCA.JK,BBCA.JK,BBCA.JK,BBCA.JK
Date,,,,,
2019-03-14,4710.015625,4722.908003535584,4684.230867928833,4684.230867928833,41096000
2019-03-15,4761.58642578125,4765.883886454338,4714.314358377284,4744.396583088899,41759500
2019-03-18,4770.181640625,4778.7765625,4757.2892578125,4774.4791015625,42791000
2019-03-19,4718.61083984375,4765.882897437813,4714.313380062472,4761.585437656535,51527000
2019-03-20,4701.42138671875,4774.4782089986575,4697.123926584638,4761.585828596321,42388500
2019-03-21,4705.71826171875,4744.395398116439,4697.123342519264,4718.61064051798,39866000
2019-03-22,4714.3134765625,4727.205856170237,4697.123637085518,4697.123637085518,29601000
2019-03-25,4688.52880859375,4727.205948169683,4675.636428735105,4675.636428735105,23054500
2019-03-26,4701.42138671875,4735.801067791648,4688.529006316414,4710.016306986975,19895500
2019-03-27,4714.3134765625,4735.800775908729,4692.826177216271,4735.800775908729,17804500
2019-03-28,4701.42138671875,4714.313767121087,4662.744245511741,4692.826466450526,32187500
2019-03-29,4735.80078125,4752.99062074637,4692.826182509075,4740.098241124093,36234000
2019-04-01,4727.20654296875,4770.18114790483,4710.016700994318,4770.18114790483,21786000
2019-04-02,4727.20654296875,4787.370989879261,4710.016700994318,4752.991305930398,36853000
2019-04-03,4727.20654296875,4727.20654296875,4727.20654296875,4727.20654296875,0
2019-04-04,4761.58642578125,4778.776268473601,4718.611819050372,4761.58642578125,48112000
2019-04-05,4752.99072265625,4778.775482453662,4748.693262690014,4778.775482453662,21913500
2019-04-08,4710.015625,4761.585139142336,4684.230867928833,4731.502922559307,39910000
2019-04-09,4757.28857421875,4770.180955178693,4740.098732938827,4757.28857421875,29447000
2019-04-10,4748.69384765625,4774.478610629949,4740.098926665017,4770.181150134333,19508500
2019-04-11,4710.015625,4778.774977189782,4710.015625,4778.774977189782,25356000
2019-04-12,4727.20654296875,4735.801463955966,4692.826859019887,4692.826859019887,18577000
2019-04-15,4731.5029296875,4787.3699034258625,4718.610551132493,4778.774984389192,68152000
2019-04-16,4722.90966796875,4731.504590021468,4705.719823863313,4722.90966796875,71017000
2019-04-17,4722.90966796875,4722.90966796875,4722.90966796875,4722.90966796875,0
2019-04-18,4834.64306640625,4989.35164453125,4795.965921875,4813.155763888889,129332500
2019-04-19,4834.64306640625,4834.64306640625,4834.64306640625,4834.64306640625,0
2019-04-22,4834.64306640625,4881.9151319444445,4800.263382378473,4834.64306640625,62837500
